title,price_ngn,listing_type,area,neighbourhood,address,bedrooms,bathrooms,toilets,property_type,description,pid,date_added,last_updated,source_url,price_million_ngn,price_formatted
3 Bedroom Flat,300000000,Sale,Guzape,Guzape,Guzape Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0NMAU,2025-09-02,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-guzape-abuja-0NMAU,300.0,"₦300,000,000"
Newly Built 4 Bedroom,900000000,Sale,Guzape,Guzape,Guzape Abuja,4,4,5,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1MVFK,2025-04-25,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-guzape-abuja-1MVFK,900.0,"₦900,000,000"
4 Bedroom Flat,750000000,Sale,Guzape,Guzape,Guzape Abuja,4,4,5,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4MWZU,2025-05-08,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-guzape-abuja-4MWZU,750.0,"₦750,000,000"
Newly Built 5 Bedroom Detached Duplex With Penthouse,700000000,Sale,Guzape,Guzape,Guzape Abuja,5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6NSMM,2025-10-23,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-guzape-abuja-6NSMM,700.0,"₦700,000,000"
Bedroom Duplex,600000000,Sale,Guzape,Guzape,Guzape Abuja,5,5,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0NPZG,2025-09-30,2026-04-24,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-guzape-abuja-0NPZG,600.0,"₦600,000,000"
5 Bedroom Detached Duplex,680000000,Sale,Utako,Utako,Utako Abuja,5,5,4,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PGVE,2026-03-16,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-utako-abuja-7PGVE,680.0,"₦680,000,000"
5 Bedroom Detached Duplex,680000000,Sale,Utako,Utako,Utako Abuja,5,5,4,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PGGF,2026-03-11,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-utako-abuja-3PGGF,680.0,"₦680,000,000"
5 Bedroom Detached Duplex With Bq,780000000,Sale,Utako,Utako,Utako Abuja,5,5,4,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PBCY,2026-01-26,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-utako-abuja-3PBCY,780.0,"₦780,000,000"
Massive 17 Rooms Duplex ( Fully Detached),1290000000,Sale,Utako,Utako,"Utako, Abuja Utako Abuja",10,10,10,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PLNB,2026-04-19,2026-04-24,https://www.propertypro.ng/property/10-bedroom-house-for-sale-utako-abuja-utako-abuja-0PLNB,1290.0,"₦1,290,000,000"
Newly Built And Beautiful 4Bedroom Terrace With Bq,750000000,Sale,Utako,Utako,Utako Utako Abuja,4,4,5,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PMGM,2026-04-26,,https://www.propertypro.ng/property/4-bedroom-house-for-sale-utako-utako-abuja-2PMGM,750.0,"₦750,000,000"
33 Units Of Spacious Apartment,3500000000,Sale,Utako,Utako,Utako Abuja,1,1,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7NKKQ,2025-08-19,2026-04-24,https://www.propertypro.ng/property/1-bedroom-house-for-sale-utako-abuja-7NKKQ,3500.0,"₦3,500,000,000"
4 Bedroom Detached Duplex,550000000,Sale,Utako,Utako,Utako Abuja,4,4,4,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1MYWB,2025-05-21,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-utako-abuja-1MYWB,550.0,"₦550,000,000"
Newly Built 6 Bedroom Fully Detached Duplex,600000000,Sale,Utako,Utako,Utako Abuja,6,6,7,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PLPK,2026-04-20,2026-04-24,https://www.propertypro.ng/property/6-bedroom-house-for-sale-utako-abuja-7PLPK,600.0,"₦600,000,000"
6 Units Of 3 Bedroom Flat With Bq,780000000,Sale,Utako,Utako,Utako Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PCYR,2026-02-12,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-utako-abuja-4PCYR,780.0,"₦780,000,000"
Fu5 Bedroom Detached Duplex,500000000,Sale,Utako,Utako,Utako Abuja,5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1NYCY,2025-12-22,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-utako-abuja-1NYCY,500.0,"₦500,000,000"
4 Units Of 5 Bedroom Detached Duplex With Bq,4500000000,Sale,Utako,Utako,Utako Abuja,5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9NRVU,2025-10-17,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-utako-abuja-9NRVU,4500.0,"₦4,500,000,000"
Fully Detached 17 Rooms Duplex,1290000000,Sale,Utako,Utako,"Utako, Abuja Utako Abuja",10,10,10,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PKYP,2026-04-14,2026-04-24,https://www.propertypro.ng/property/10-bedroom-house-for-sale-utako-abuja-utako-abuja-6PKYP,1290.0,"₦1,290,000,000"
Stunning 4 Bedroom Terrace Duplex + Bq (Smart Home),65000000,Rent,Maitama,Maitama,Maitama Abuja,4,5,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PJVM,2026-04-03,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-abuja-4PJVM,65.0,"₦65,000,000"
4 Bedroom Flat,15000000,Rent,Maitama,Maitama,Maitama Abuja,4,4,5,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1NXGX,2025-12-12,2026-04-23,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-maitama-abuja-1NXGX,15.0,"₦15,000,000"
Newly Built 4 Bedroom Terrace Duplex With Bq,50000000,Rent,Maitama,Maitama,Maitama Abuja,4,4,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PHKT,2026-03-22,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-abuja-8PHKT,50.0,"₦50,000,000"
Executive 5 Bedroom Fully Detached Duplex,90000000,Rent,Maitama,Maitama,Maitama Abuja,5,6,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PJPY,2026-04-01,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-rent-maitama-abuja-4PJPY,90.0,"₦90,000,000"
4 Bedroom Detached Duplex,50000000,Rent,Maitama,Maitama,Maitama Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5PDYR,2026-02-20,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-abuja-5PDYR,50.0,"₦50,000,000"
4 Bedroom Semi Detached Duplex,45000000,Rent,Maitama,Maitama,Maitama Abuja,4,4,5,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PDYR,2026-02-20,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-abuja-1PDYR,45.0,"₦45,000,000"
Newly Built 6 Bedroom Fully Detached Duplex,50000000,Rent,Maitama,Maitama,Maitama Abuja,6,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PDYQ,2026-02-20,2026-04-24,https://www.propertypro.ng/property/6-bedroom-house-for-rent-maitama-abuja-8PDYQ,50.0,"₦50,000,000"
Newly Built 4 Bedroom Terrace Duplex With Bq,60000000,Rent,Maitama,Maitama,Maitama Main Maitama Abuja,4,6,6,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PHHM,2026-03-20,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-main-maitama-abuja-4PHHM,60.0,"₦60,000,000"
Fully Furnished 3 Bedroom Block Of Flat,30000000,Rent,Maitama,Maitama,Maitama Main Maitama Abuja,3,4,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PHHN,2026-03-20,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-maitama-main-maitama-abuja-3PHHN,30.0,"₦30,000,000"
5 Bedroom Duplex With 3 Rooms Bq,150000000,Rent,Maitama,Maitama,Maitama Main Maitama Abuja,5,8,8,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PHHP,2026-03-20,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-rent-maitama-main-maitama-abuja-0PHHP,150.0,"₦150,000,000"
2 Bedroom Flat,6000000,Rent,Maitama,Maitama,Maitama Maitama Abuja,2,2,5,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PKPR,2026-04-11,2026-04-24,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-maitama-maitama-abuja-4PKPR,6.0,"₦6,000,000"
7 Bedroom Detached Duplex+Bq,90000000,Rent,Maitama,Maitama,Maitama Maitama Abuja,7,7,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PKSG,2026-04-12,2026-04-24,https://www.propertypro.ng/property/7-bedroom-house-for-rent-maitama-maitama-abuja-4PKSG,90.0,"₦90,000,000"
4 Bedroom Semi Detached Duplex+Bq,50000000,Rent,Maitama,Maitama,Maitama Maitama Abuja,4,4,5,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PKLS,2026-04-10,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-maitama-abuja-8PKLS,50.0,"₦50,000,000"
4 Bedroom Terrace Duplex,35000000,Rent,Maitama,Maitama,Maitama Maitama Abuja,4,4,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PJZH,2026-04-05,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-maitama-abuja-2PJZH,35.0,"₦35,000,000"
4 Bedroom Terrace Duplex,75000000,Rent,Maitama,Maitama,Maitama Abuja,4,4,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9NRZL,2025-10-18,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-abuja-9NRZL,75.0,"₦75,000,000"
4 Bedroom Detached Duplex With Bq,25000000,Rent,Maitama,Maitama,Maitama Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5PBCM,2026-01-26,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-abuja-5PBCM,25.0,"₦25,000,000"
6 Bedroom Detached Duplex,80000000,Rent,Maitama,Maitama,Maitama Abuja,6,6,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PGVE,2026-03-16,2026-04-24,https://www.propertypro.ng/property/6-bedroom-house-for-rent-maitama-abuja-1PGVE,80.0,"₦80,000,000"
5 Bedroom Terraced Duplex With 1 Bedroom Guest Chalet,45000000,Rent,Maitama,Maitama,Maitama Abuja,5,5,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PGVB,2026-03-16,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-rent-maitama-abuja-3PGVB,45.0,"₦45,000,000"
5 Bedroom Semi Detached Duplex With Bq,20000000,Rent,Asokoro,Asokoro,Asokoro Abuja,5,5,6,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PJGW,2026-03-30,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-rent-asokoro-abuja-3PJGW,20.0,"₦20,000,000"
2 Bedroom Bungalow With Swimming Pool And Gym,10000000,Rent,Asokoro,Asokoro,Asokoro Abuja Diplomatic Zone Asokoro Abuja,2,3,3,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PLMJ,2026-04-19,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-rent-asokoro-abuja-diplomatic-zone-asokoro-abuja-6PLMJ,10.0,"₦10,000,000"
Fully Furnished 2 Bedroom Block Of Flat,15000000,Rent,Asokoro,Asokoro,Asokoro Abuja Diplomatic Zone Asokoro Abuja,2,3,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PLMJ,2026-04-19,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-rent-asokoro-abuja-diplomatic-zone-asokoro-abuja-8PLMJ,15.0,"₦15,000,000"
Newly Built 5 Bedroom Terrace Duplex With Bq,20000000,Rent,Asokoro,Asokoro,"Diplomatic Zone, Asokoro Abuja",5,6,7,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PJCG,2026-03-27,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-rent-diplomatic-zone-asokoro-abuja-1PJCG,20.0,"₦20,000,000"
Furnished 3Bedroom Apartment,20000000,Rent,Wuse-2,Wuse,Wuse 2 Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PLWX,2026-04-22,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-wuse-2-abuja-4PLWX,20.0,"₦20,000,000"
5 Bedroom Detached Duplex+2Rooms Bq,55000000,Rent,Wuse-2,Wuse,Off Ademola Adetokunbo Wuse 2 Abuja,5,5,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9PGBF,2026-03-10,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-rent-off-ademola-adetokunbo-wuse-2-abuja-9PGBF,55.0,"₦55,000,000"
3 Bedroom Flat With 1 Bq,13000000,Rent,Wuse-2,Wuse,Wuse 2 Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PHJA,2026-03-21,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-wuse-2-abuja-6PHJA,13.0,"₦13,000,000"
A Fully Detached 6 Bedroom Duplex + Bq,45000000,Rent,Wuse-2,Wuse,"Wuse2, Abuja. Wuse 2 Abuja",6,6,7,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PHFW,2026-03-20,2026-04-24,https://www.propertypro.ng/property/6-bedroom-house-for-rent-wuse2-abuja-wuse-2-abuja-8PHFW,45.0,"₦45,000,000"
3 Bedroom Apartment,15000000,Rent,Wuse-2,Wuse,Wuse 2 Abuja Wuse 2 Abuja,3,4,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PHDB,2026-03-18,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-wuse-2-abuja-wuse-2-abuja-1PHDB,15.0,"₦15,000,000"
10 Bedroom Bungalow,250000000,Rent,Wuse-2,Wuse,Wuse 2 Abuja Wuse 2 Abuja,10,10,10,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PHDC,2026-03-18,2026-04-24,https://www.propertypro.ng/property/10-bedroom-house-for-rent-wuse-2-abuja-wuse-2-abuja-8PHDC,250.0,"₦250,000,000"
Furnished And Serviced 3 Bedroom Apartment To Let,35000000,Rent,Wuse-2,Wuse,Wuse 2 Abuja,3,4,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PHLW,2026-03-23,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-wuse-2-abuja-6PHLW,35.0,"₦35,000,000"
4 Bedroom Semi Detached Duplex,25000000,Rent,Wuse-2,Wuse,Wuse 2 Abuja,4,4,5,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PGPT,2026-03-13,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-wuse-2-abuja-7PGPT,25.0,"₦25,000,000"
